ticker,valuation_date,maturity_years,maturity_days,strike,moneyness,spot_price,call_price,implied_vol,heston_v0,heston_kappa,heston_theta,heston_sigma,heston_rho,risk_free_rate
SPOT,2025-04-01,0.5,182,420.0,1.2,350.0,2.8711971093504616,0.18713362669739425,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,0.5,182,455.0,1.3,350.0,0.6023520528240471,0.17980373356650783,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,244.99999999999997,0.7,350.0,118.27720312361248,0.24237258009137017,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,280.0,0.8,350.0,87.81057795453037,0.23218676500698968,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,297.5,0.85,350.0,73.74987362655071,0.22769875829449643,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,315.0,0.9,350.0,60.75770424800962,0.22354540094551292,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,332.5,0.95,350.0,49.02498678587031,0.21968637872423594,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,350.0,1.0,350.0,38.69399370981745,0.21608799650968186,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,367.5,1.05,350.0,29.840546509197196,0.2127218265617097,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,385.00000000000006,1.1,350.0,22.466263484733247,0.2095636822315438,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,402.49999999999994,1.15,350.0,16.501895521563057,0.2065928278851746,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,420.0,1.2,350.0,11.820125700101741,0.20379136300939282,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.0,365,455.0,1.3,350.0,5.619140683756385,0.19863636036586993,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,244.99999999999997,0.7,350.0,125.29934173036995,0.24016315149580386,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,280.0,0.8,350.0,96.73115484485308,0.2325745891350653,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,297.5,0.85,350.0,83.60420341421718,0.22923096680037416,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,315.0,0.9,350.0,71.42292961201463,0.2261366625166135,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,332.5,0.95,350.0,60.28926221427503,0.22326164166309903,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,350.0,1.0,350.0,50.272264953267296,0.22058080094424584,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,367.5,1.05,350.0,41.4040137292115,0.21807296133048712,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,385.00000000000006,1.1,350.0,33.67931465550714,0.21572010345950265,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,402.49999999999994,1.15,350.0,27.05885004565448,0.21350677901905948,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,420.0,1.2,350.0,21.47490439508276,0.2114196518981393,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,1.5,547,455.0,1.3,350.0,13.047712106310215,0.20757910907401783,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,244.99999999999997,0.7,350.0,132.03708928374292,0.23769618454201832,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,280.0,0.8,350.0,104.92714143178316,0.23176142504528868,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,297.5,0.85,350.0,92.46579123316886,0.22914649042908897,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,315.0,0.9,350.0,80.84908370186395,0.2267265390785103,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,332.5,0.95,350.0,70.13893905593204,0.22447808192647203,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,350.0,1.0,350.0,60.3738898274826,0.22238148652946393,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,367.5,1.05,350.0,51.56842191546289,0.22042018948049552,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,385.00000000000006,1.1,350.0,43.71410144729799,0.2185800984421027,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,402.49999999999994,1.15,350.0,36.78210611207621,0.21684913180865656,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,420.0,1.2,350.0,30.726702997774765,0.21521685985608635,0.03,1.8,0.05,0.25,-0.6,0.05
SPOT,2025-04-01,2.0,730,455.0,1.3,350.0,21.00206547442778,0.21221330043144807,0.03,1.8,0.05,0.25,-0.6,0.05
DIS,2025-04-01,0.25,91,77.0,0.7,110.0,33.956655130541876,0.19389619063974178,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,88.0,0.8,110.0,23.106251366170213,0.18146980150307299,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,93.5,0.85,110.0,17.73906728010276,0.1760244029167597,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,99.0,0.9,110.0,12.570443416821448,0.17100262508451794,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,104.5,0.95,110.0,7.926286733640538,0.16635272602446968,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,110.0,1.0,110.0,4.257376861739985,0.16203152293359635,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,115.5,1.05,110.0,1.8631773278647614,0.1580026357084443,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,121.00000000000001,1.1,110.0,0.6384666697540649,0.15423515484634193,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,126.49999999999999,1.15,110.0,0.16586656714050907,0.150702617055243,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,132.0,1.2,110.0,0.03647066553701794,0.15,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.25,91,143.0,1.3,110.0,0.0010543137037002728,0.15,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,77.0,0.7,110.0,34.91594308476583,0.2016756737714074,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,88.0,0.8,110.0,24.34384843370171,0.19119221718921448,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,93.5,0.85,110.0,19.270200958381054,0.18659823586249952,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,99.0,0.9,110.0,14.527207486838648,0.18236163991409368,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,104.5,0.95,110.0,10.31411751586002,0.17843877749835385,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,110.0,1.0,110.0,6.820493621347161,0.17479321767499936,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,115.5,1.05,110.0,4.158193072792784,0.17139426856477089,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,121.00000000000001,1.1,110.0,2.316933299882578,0.16821585353143315,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,126.49999999999999,1.15,110.0,1.171692985929397,0.16523564696051055,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,132.0,1.2,110.0,0.5349735952115875,0.16243440127497608,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,0.5,182,143.0,1.3,110.0,0.0809934778896979,0.157304120226599,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,77.0,0.7,110.0,36.93479591540266,0.20830406609312382,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,88.0,0.8,110.0,27.056531757430335,0.20058632067875706,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,93.5,0.85,110.0,22.45429413223465,0.1972043084540711,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,99.0,0.9,110.0,18.194261099615417,0.19408539736811567,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,104.5,0.95,110.0,14.361533849800296,0.1911974516621456,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,110.0,1.0,110.0,11.022294750586951,0.18851365148718383,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,115.5,1.05,110.0,8.21285124159531,0.18601140199499921,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,121.00000000000001,1.1,110.0,5.934595672717656,0.1836715060020913,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,126.49999999999999,1.15,110.0,4.155846099810681,0.18147752776444864,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,132.0,1.2,110.0,2.8193589007591378,0.17941529753775312,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.0,365,143.0,1.3,110.0,1.1799380685757033,0.17563847042685737,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,77.0,0.7,110.0,38.998902589653966,0.20985175411947177,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,88.0,0.8,110.0,29.69657593751718,0.2039268653945293,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,93.5,0.85,110.0,25.39691365755847,0.20133050531502242,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,99.0,0.9,110.0,21.4061779945618,0.19893612714690145,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,104.5,0.95,110.0,17.77122444771667,0.19671906036989997,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,110.0,1.0,110.0,14.525605379660028,0.19465871547085353,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,115.5,1.05,110.0,11.68659229401527,0.19273774645629654,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,121.00000000000001,1.1,110.0,9.254422609046294,0.19094141570922238,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,126.49999999999999,1.15,110.0,7.2136277019224195,0.18925710556097877,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,132.0,1.2,110.0,5.535930940843876,0.18767393794370565,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,1.5,547,143.0,1.3,110.0,3.1155463777562424,0.18477447972579822,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,77.0,0.7,110.0,41.01473694199222,0.2095980849924899,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,88.0,0.8,110.0,32.167079128483024,0.20487818140016031,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,93.5,0.85,110.0,28.082461790154028,0.20280986082315827,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,99.0,0.9,110.0,24.275205931875817,0.20090244371513158,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,104.5,0.95,110.0,20.77500895342508,0.19913627696821,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,110.0,1.0,110.0,17.602008720154892,0.19749495849930632,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,115.5,1.05,110.0,14.765861916681345,0.19596467008825277,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,121.00000000000001,1.1,110.0,12.265875242973195,0.19453367140798475,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,126.49999999999999,1.15,110.0,10.092011430279953,0.1931919109313997,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,132.0,1.2,110.0,8.226506803101735,0.19193072293767918,0.02,1.5,0.04,0.2,-0.5,0.05
DIS,2025-04-01,2.0,730,143.0,1.3,110.0,5.3226180153964116,0.18962094736317775,0.02,1.5,0.04,0.2,-0.5,0.05
